web-scraper-order,web-scraper-start-url,monsterName,paginationLinks,paginationLinks-href,activeName2,activeDescription2,monsterId,leaderName,leaderDescription,attribute,race,star,monsterLink,monsterLink-href,activeName,activeDescription
"1556372030-3300","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","陰方士","","","<img src=""https://vignette.wikia.nocookie.net/tos/images/8/8a/037i.png/revision/latest/scale-to-width-down/40?cb=20140618125910&amp;path-prefix=zh"" 	 alt=""037i""  	class="""" 	 	data-image-key=""037i.png"" 	data-image-name=""037i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/8/8a/037i.png/revision/latest/scale-to-width-down/40?cb=20140618125910&amp;path-prefix=zh"" 	 alt=""037i""  	class="""" 	 	data-image-key=""037i.png"" 	data-image-name=""037i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/08/245i.png/revision/latest/scale-to-width-down/40?cb=20140618183039&amp;path-prefix=zh"" 	 alt=""245i""  	class="""" 	 	data-image-key=""245i.png"" 	data-image-name=""245i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/3/39/267i.png/revision/latest/scale-to-width-down/40?cb=20140618185025&amp;path-prefix=zh"" 	 alt=""267i""  	class="""" 	 	data-image-key=""267i.png"" 	data-image-name=""267i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/2c/038i.png/revision/latest/scale-to-width-down/40?cb=20140618125936&amp;path-prefix=zh"" 	 alt=""038i""  	class="""" 	 	data-image-key=""038i.png"" 	data-image-name=""038i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","037","野獸之怒","野獸之怒
獸類攻擊力 2 倍","暗","獸類","2★","陰方士","https://tos.fandom.com/zh/wiki/%E9%99%B0%E6%96%B9%E5%A3%AB","防禦姿勢 ‧ 暗","防禦姿勢 ‧ 暗
光符石轉化為心符石"
"1556372040-3339","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","2 度存音石","N01-N20","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92N01-N20","","","8059","沒有技能","沒有技能
沒有技能","光","進化素材","1★","2 度存音石","https://tos.fandom.com/zh/wiki/2_%E5%BA%A6%E5%AD%98%E9%9F%B3%E7%9F%B3","沒有技能","沒有技能
沒有技能"
"1556372157-4173","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","赤盔大地精","1501-1550","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921501-1550","","","1527","妖精之心","妖精之心
妖精類生命力 1.5 倍","火","妖精類","3★","赤盔大地精","https://tos.fandom.com/zh/wiki/%E8%B5%A4%E7%9B%94%E5%A4%A7%E5%9C%B0%E7%B2%BE","攻擊姿勢 ‧ 熾燄","攻擊姿勢 ‧ 熾燄
心符石轉化為火符石，並將其中 1 粒火符石轉化為火強化符石"
"1556372282-5111","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","防龍","601-650","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92601-650","靈魂精髓","靈魂精髓","null","龍牙棋","龍牙棋","null","null","地精","null","","荒誕精靈","荒誕精靈"
"1556372183-4362","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","鹿角組","1301-1350","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921301-1350","<img src=""https://vignette.wikia.nocookie.net/tos/images/1/18/1306i.png/revision/latest/scale-to-width-down/40?cb=20161219100239&amp;path-prefix=zh"" 	 alt=""1306i""  	class="""" 	 	data-image-key=""1306i.png"" 	data-image-name=""1306i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/1/18/1306i.png/revision/latest/scale-to-width-down/40?cb=20161219100239&amp;path-prefix=zh"" 	 alt=""1306i""  	class="""" 	 	data-image-key=""1306i.png"" 	data-image-name=""1306i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/1/17/1307i.png/revision/latest/scale-to-width-down/40?cb=20161219100239&amp;path-prefix=zh"" 	 alt=""1307i""  	class="""" 	 	data-image-key=""1307i.png"" 	data-image-name=""1307i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/2c/1308i.png/revision/latest/scale-to-width-down/40?cb=20161219100240&amp;path-prefix=zh"" 	 alt=""1308i""  	class="""" 	 	data-image-key=""1308i.png"" 	data-image-name=""1308i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1306","俠盜之力","俠盜之力
人類及魔族攻擊力 2.5 倍","火","魔族","6★","鹿角組","https://tos.fandom.com/zh/wiki/%E9%B9%BF%E8%A7%92%E7%B5%84","帥氣槍擊 ‧ 火強","帥氣槍擊 ‧ 火強
火符石轉化為火強化符石，1 回合內自身追打 3 次火屬性攻擊"
"1556372066-3481","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","蓮池正旦 ‧ 泰芙努特(造型)","S151-S200","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S151-S200","","","6174","浪濤之誅罰","浪濤之誅罰
水屬性對火及暗屬性目標的攻擊力提升 5.5 倍，對其他屬性目標攻擊力提升 3.5 倍 (包括主動技)；火及暗屬性傷害減少 25%","水","獸類","7★","蓮池正旦 ‧ 泰芙努特(造型)","https://tos.fandom.com/zh/wiki/%E8%93%AE%E6%B1%A0%E6%AD%A3%E6%97%A6_%E2%80%A7_%E6%B3%B0%E8%8A%99%E5%8A%AA%E7%89%B9(%E9%80%A0%E5%9E%8B)","極限解放 ‧ 浪濤","極限解放 ‧ 浪濤
直接引爆水屬性以外的符石造成敵方全體水屬性傷害；並提高水屬性攻擊力：引爆的符石愈多，水屬性攻擊力愈高，25 粒可達至最高 2 倍"
"1556372115-3841","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","冬將軍","1851-1900","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921851-1900","","","1895","海之怒","海之怒
水屬性攻擊力 2 倍","水","魔族","6★","冬將軍","https://tos.fandom.com/zh/wiki/%E5%86%AC%E5%B0%87%E8%BB%8D","魔族符能 ‧ 加冕","魔族符能 ‧ 加冕
所有符石轉化為魔族強化符石"
"1556372139-3992","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","統覺進化 ‧ 莫爾迪基安","1651-1700","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921651-1700","","","1655","浪濤萬鈞之怒","浪濤萬鈞之怒
水屬性攻擊力 4 倍","水","魔族","7★","統覺進化 ‧ 莫爾迪基安","https://tos.fandom.com/zh/wiki/%E7%B5%B1%E8%A6%BA%E9%80%B2%E5%8C%96_%E2%80%A7_%E8%8E%AB%E7%88%BE%E8%BF%AA%E5%9F%BA%E5%AE%89","陰寒狂潮","陰寒狂潮
隨機將 2 個魔族成員所在隊伍欄直行的符石轉化為水符石；2 回合內，全隊攻擊力 1.5 倍，且水屬性傷害可剋制木屬性目標"
"1556372337-5254","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","火龍牙棋","451-500","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92451-500","<img src=""https://vignette.wikia.nocookie.net/tos/images/f/ff/487i.png/revision/latest/scale-to-width-down/40?cb=20140618221520&amp;path-prefix=zh"" 	 alt=""487i""  	class="""" 	 	data-image-key=""487i.png"" 	data-image-name=""487i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/f/ff/487i.png/revision/latest/scale-to-width-down/40?cb=20140618221520&amp;path-prefix=zh"" 	 alt=""487i""  	class="""" 	 	data-image-key=""487i.png"" 	data-image-name=""487i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/0b/242i.png/revision/latest/scale-to-width-down/40?cb=20140618182941&amp;path-prefix=zh"" 	 alt=""242i""  	class="""" 	 	data-image-key=""242i.png"" 	data-image-name=""242i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/0b/242i.png/revision/latest/scale-to-width-down/40?cb=20140618182941&amp;path-prefix=zh"" 	 alt=""242i""  	class="""" 	 	data-image-key=""242i.png"" 	data-image-name=""242i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/0b/242i.png/revision/latest/scale-to-width-down/40?cb=20140618182941&amp;path-prefix=zh"" 	 alt=""242i""  	class="""" 	 	data-image-key=""242i.png"" 	data-image-name=""242i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/1/1e/247i.png/revision/latest/scale-to-width-down/40?cb=20140618183359&amp;path-prefix=zh"" 	 alt=""247i""  	class="""" 	 	data-image-key=""247i.png"" 	data-image-name=""247i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/1/1e/247i.png/revision/latest/scale-to-width-down/40?cb=20140618183359&amp;path-prefix=zh"" 	 alt=""247i""  	class="""" 	 	data-image-key=""247i.png"" 	data-image-name=""247i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/04/582i.png/revision/latest/scale-to-width-down/40?cb=20140717093115&amp;path-prefix=zh"" 	 alt=""582i""  	class="""" 	 	data-image-key=""582i.png"" 	data-image-name=""582i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","487","魔之力","魔之力
魔族攻擊力 1.5 倍","火","魔族","3★","火龍牙棋","https://tos.fandom.com/zh/wiki/%E7%81%AB%E9%BE%8D%E7%89%99%E6%A3%8B","烈炎強擊","烈炎強擊
對單一敵人造成 10 倍火屬性傷害"
"1556372282-5084","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","部落智者 ‧ 伊奇多","601-650","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92601-650","<img src=""https://vignette.wikia.nocookie.net/tos/images/0/0d/625i.png/revision/latest/scale-to-width-down/40?cb=20140825144305&amp;path-prefix=zh"" 	 alt=""625i""  	class="""" 	 	data-image-key=""625i.png"" 	data-image-name=""625i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/0/0d/625i.png/revision/latest/scale-to-width-down/40?cb=20140825144305&amp;path-prefix=zh"" 	 alt=""625i""  	class="""" 	 	data-image-key=""625i.png"" 	data-image-name=""625i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/9/96/626i.png/revision/latest/scale-to-width-down/40?cb=20140825144305&amp;path-prefix=zh"" 	 alt=""626i""  	class="""" 	 	data-image-key=""626i.png"" 	data-image-name=""626i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","626","燄影世界 ‧ 獸","燄影世界 ‧ 獸
獸類攻擊力 2.5 倍；火符石兼具其他屬性符石效果，每個獸類成員提升 10% 效果，最高 50% (效果可以疊加)","火","獸類","5★","部落智者 ‧ 伊奇多","https://tos.fandom.com/zh/wiki/%E9%83%A8%E8%90%BD%E6%99%BA%E8%80%85_%E2%80%A7_%E4%BC%8A%E5%A5%87%E5%A4%9A","燄之結界 ‧ 強","燄之結界 ‧ 強
敵方全體點燃，使受影響目標無法行動並轉為火屬性，持續 3 回合。效果持續期間火屬性攻擊力 1.5 倍"
"1556372115-3846","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","青蛙 ‧ 火","1851-1900","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921851-1900","","","1900","炎之力","炎之力
火屬性攻擊力 1.5 倍","火","獸類","4★","青蛙 ‧ 火","https://tos.fandom.com/zh/wiki/%E9%9D%92%E8%9B%99_%E2%80%A7_%E7%81%AB","芳香四溢 ‧ 火","芳香四溢 ‧ 火
根據隊伍中火屬性成員的數量，回復相應的生命力，最多可回復 6000 點生命力"
"1556372126-3925","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","少女 ‧ 幻海","1751-1800","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921751-1800","靈光鏡反衝","靈光鏡反衝
1 回合內，以敵方攻擊力對敵方進行水屬性反擊，此傷害無視防禦力；所受傷害減少 90%","1789","五元素之靈 ‧ 強","五元素之靈 ‧ 強
隊伍中有 5 種屬性成員時，全隊攻擊力 4 倍","火","人類","6★","少女 ‧ 幻海","https://tos.fandom.com/zh/wiki/%E5%B0%91%E5%A5%B3_%E2%80%A7_%E5%B9%BB%E6%B5%B7","靈丸 (幻海)","靈丸 (幻海)
將 3 粒符石轉化為火符石 (心符石優先轉換)；1 回合內，自身攻擊轉化為水屬性；合計消除的水、火及木符石愈多，自身攻擊力愈高，消除 10 粒可提升至最大 5 倍"
"1556372239-4760","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","柔情如雨 ‧ 唐雨柔","901-950","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92901-950","<img src=""https://vignette.wikia.nocookie.net/tos/images/8/8f/907i.png/revision/latest/scale-to-width-down/40?cb=20150720120845&amp;path-prefix=zh"" 	 alt=""907i""  	class="""" 	 	data-image-key=""907i.png"" 	data-image-name=""907i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/8/8f/907i.png/revision/latest/scale-to-width-down/40?cb=20150720120845&amp;path-prefix=zh"" 	 alt=""907i""  	class="""" 	 	data-image-key=""907i.png"" 	data-image-name=""907i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/ef/908i.png/revision/latest/scale-to-width-down/40?cb=20150720120846&amp;path-prefix=zh"" 	 alt=""908i""  	class="""" 	 	data-image-key=""908i.png"" 	data-image-name=""908i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","908","韶光疊影","韶光疊影
光屬性攻擊力 2 倍；隊伍中的人類成員愈多，光屬性攻擊力額外提升愈多，最大 3.5 倍","光","人類","6★","柔情如雨 ‧ 唐雨柔","https://tos.fandom.com/zh/wiki/%E6%9F%94%E6%83%85%E5%A6%82%E9%9B%A8_%E2%80%A7_%E5%94%90%E9%9B%A8%E6%9F%94","御靈旋","御靈旋
人類攻擊力減至 50%，光屬性人類成員攻擊力則減至 0，並將被減去攻擊力的 1.5 倍加入自身攻擊力。消除光符石才會發動攻擊 (效果會在再次發動此技能或死亡後消失)"
"1556372151-4099","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","無知的天真 ‧ 海豚座絲諾","1551-1600","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921551-1600","","","1556","浪濤怒嘯","浪濤怒嘯
水屬性攻擊力 3.5 倍","水","妖精類","7★","無知的天真 ‧ 海豚座絲諾","https://tos.fandom.com/zh/wiki/%E7%84%A1%E7%9F%A5%E7%9A%84%E5%A4%A9%E7%9C%9F_%E2%80%A7_%E6%B5%B7%E8%B1%9A%E5%BA%A7%E7%B5%B2%E8%AB%BE","海之盟誓","海之盟誓
每回合移動符石前，出現隨機 4 至 6 的連擊 (Combo) 數，當達成指定連擊 (Combo) 時(只計算首批消除的符石)，水屬性攻擊力 2 倍及回復 5000 點生命力，效果持續至沒有達成指定連擊 (Combo) 數目"
"1556372151-4117","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","雷光美獸 ‧ 二階堂紅丸","1551-1600","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921551-1600","","","1574","絕殺格鬥術","絕殺格鬥術
人類攻擊力 3 倍，隊伍中有 3 個或以上拳皇合作角色成員時，直行消除一組 5 粒或以上符石時 (只計算首批消除的符石)，自身攻擊力額外提升 2 倍，若使用相同的隊長及戰友時，自身攻擊力額外提升至 4 倍","光","人類","6★","雷光美獸 ‧ 二階堂紅丸","https://tos.fandom.com/zh/wiki/%E9%9B%B7%E5%85%89%E7%BE%8E%E7%8D%B8_%E2%80%A7_%E4%BA%8C%E9%9A%8E%E5%A0%82%E7%B4%85%E4%B8%B8","雷光拳","雷光拳
光符石及自身所在隊伍欄直行的符石轉化為光強化符石；1 回合內，自身攻擊力 5 倍"
"1556372442-5400","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","神聖史萊姆","301-350","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92301-350","<img src=""https://vignette.wikia.nocookie.net/tos/images/a/a8/103i.png/revision/latest/scale-to-width-down/40?cb=20140618164919&amp;path-prefix=zh"" 	 alt=""103i""  	class="""" 	 	data-image-key=""103i.png"" 	data-image-name=""103i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/a/a8/103i.png/revision/latest/scale-to-width-down/40?cb=20140618164919&amp;path-prefix=zh"" 	 alt=""103i""  	class="""" 	 	data-image-key=""103i.png"" 	data-image-name=""103i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/9/90/332i.png/revision/latest/scale-to-width-down/40?cb=20140618192521&amp;path-prefix=zh"" 	 alt=""332i""  	class="""" 	 	data-image-key=""332i.png"" 	data-image-name=""332i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","332","進擊支援","進擊支援
連擊 (Combo) 時攻擊力提升 25%","光","妖精類","4★","神聖史萊姆","https://tos.fandom.com/zh/wiki/%E7%A5%9E%E8%81%96%E5%8F%B2%E8%90%8A%E5%A7%86","鐵壁陣勢 ‧ 光","鐵壁陣勢 ‧ 光
暗符石轉化為心強化符石"
"1556372377-5323","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","防龍","401-450","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92401-450","靈魂精髓","靈魂精髓","null","龍牙棋","龍牙棋","null","null","地精","null","","荒誕精靈","荒誕精靈"
"1556372030-3274","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","德魯依鄧肯","","","<img src=""https://vignette.wikia.nocookie.net/tos/images/c/c9/010i.png/revision/latest/scale-to-width-down/40?cb=20140618120557&amp;path-prefix=zh"" 	 alt=""010i""  	class="""" 	 	data-image-key=""010i.png"" 	data-image-name=""010i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/c/c9/010i.png/revision/latest/scale-to-width-down/40?cb=20140618120557&amp;path-prefix=zh"" 	 alt=""010i""  	class="""" 	 	data-image-key=""010i.png"" 	data-image-name=""010i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e8/011i.png/revision/latest/scale-to-width-down/40?cb=20140618120554&amp;path-prefix=zh"" 	 alt=""011i""  	class="""" 	 	data-image-key=""011i.png"" 	data-image-name=""011i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/0d/253i.png/revision/latest/scale-to-width-down/40?cb=20140618183605&amp;path-prefix=zh"" 	 alt=""253i""  	class="""" 	 	data-image-key=""253i.png"" 	data-image-name=""253i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/7/72/258i.png/revision/latest/scale-to-width-down/40?cb=20140618183704&amp;path-prefix=zh"" 	 alt=""258i""  	class="""" 	 	data-image-key=""258i.png"" 	data-image-name=""258i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/3/39/267i.png/revision/latest/scale-to-width-down/40?cb=20140618185025&amp;path-prefix=zh"" 	 alt=""267i""  	class="""" 	 	data-image-key=""267i.png"" 	data-image-name=""267i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/0a/264i.png/revision/latest/scale-to-width-down/40?cb=20140618184914&amp;path-prefix=zh"" 	 alt=""264i""  	class="""" 	 	data-image-key=""264i.png"" 	data-image-name=""264i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/5a/265i.png/revision/latest/scale-to-width-down/40?cb=20140618184916&amp;path-prefix=zh"" 	 alt=""265i""  	class="""" 	 	data-image-key=""265i.png"" 	data-image-name=""265i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/2d/012i.png/revision/latest/scale-to-width-down/40?cb=20140618121130&amp;path-prefix=zh"" 	 alt=""012i""  	class="""" 	 	data-image-key=""012i.png"" 	data-image-name=""012i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","011","森之怒","森之怒
木屬性攻擊力 2 倍","木","人類","4★","德魯依鄧肯","https://tos.fandom.com/zh/wiki/%E5%BE%B7%E9%AD%AF%E4%BE%9D%E9%84%A7%E8%82%AF","符石解放 ‧ 木","符石解放 ‧ 木
直接引爆火符石造成敵全體木屬性傷害"
